tenant_id,product_id,sku,snapshot_date,available_units,reserved_units,reorder_point
tenant_apex_fashion,PROD-85049E,SKU-85049E,2010-12-01,180,9,25
tenant_apex_fashion,PROD-21328,SKU-21328,2010-12-01,180,9,25
tenant_apex_fashion,PROD-17091A,SKU-17091A,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22473,SKU-22473,2010-12-01,180,9,25
tenant_apex_fashion,PROD-84509A,SKU-84509A,2010-12-01,180,9,25
tenant_apex_fashion,PROD-84510A,SKU-84510A,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22767,SKU-22767,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22768,SKU-22768,2010-12-01,180,9,25
tenant_apex_fashion,PROD-21463,SKU-21463,2010-12-01,180,9,25
tenant_apex_fashion,PROD-21464,SKU-21464,2010-12-01,180,9,25
tenant_apex_fashion,PROD-20820,SKU-20820,2010-12-01,180,9,25
tenant_apex_fashion,PROD-85150,SKU-85150,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22117,SKU-22117,2010-12-01,180,9,25
tenant_apex_fashion,PROD-48129,SKU-48129,2010-12-01,180,9,25
tenant_apex_fashion,PROD-82580,SKU-82580,2010-12-01,180,9,25
tenant_apex_fashion,PROD-82578,SKU-82578,2010-12-01,180,9,25
tenant_apex_fashion,PROD-82581,SKU-82581,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22413,SKU-22413,2010-12-01,180,9,25
tenant_apex_fashion,PROD-21907,SKU-21907,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22441,SKU-22441,2010-12-01,180,9,25
tenant_apex_fashion,PROD-21122,SKU-21122,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22851,SKU-22851,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22810,SKU-22810,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22809,SKU-22809,2010-12-01,180,9,25
tenant_apex_fashion,PROD-22435,SKU-22435,2010-12-01,180,9,25
tenant_apex_fashion,PROD-20966,SKU-20966,2010-12-01,180,9,25
tenant_apex_fashion,PROD-20963,SKU-20963,2010-12-01,180,9,25
tenant_apex_fashion,PROD-20961,SKU-20961,2010-12-01,180,9,25
tenant_apex_fashion,PROD-85123A,SKU-104,2010-12-02,180,9,25
tenant_apex_fashion,PROD-208,SKU-208,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84406B,SKU-84406B,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84029G,SKU-84029G,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84029E,SKU-84029E,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22752,SKU-22752,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21730,SKU-21730,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22633,SKU-22633,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22632,SKU-22632,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84879,SKU-305,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22745,SKU-22745,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22748,SKU-22748,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22749,SKU-22749,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22310,SKU-22310,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84969,SKU-84969,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22623,SKU-22623,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22622,SKU-22622,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21754,SKU-21754,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21755,SKU-21755,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21777,SKU-21777,2010-12-02,180,9,25
tenant_apex_fashion,PROD-48187,SKU-48187,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22960,SKU-22960,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22913,SKU-22913,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22912,SKU-22912,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22914,SKU-22914,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21756,SKU-21756,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22728,SKU-22728,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22727,SKU-22727,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22726,SKU-22726,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21724,SKU-21724,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21883,SKU-21883,2010-12-02,180,9,25
tenant_apex_fashion,PROD-10002,SKU-10002,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21791,SKU-21791,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21035,SKU-21035,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22326,SKU-22326,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22629,SKU-22629,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22659,SKU-22659,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22631,SKU-22631,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22661,SKU-22661,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21731,SKU-21731,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22900,SKU-22900,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21913,SKU-21913,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22540,SKU-22540,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22544,SKU-22544,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22492,SKU-22492,2010-12-02,180,9,25
tenant_apex_fashion,PROD-POST,SKU-POST,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22086,SKU-22086,2010-12-02,180,9,25
tenant_apex_fashion,PROD-20679,SKU-20679,2010-12-02,180,9,25
tenant_apex_fashion,PROD-37370,SKU-37370,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21871,SKU-21871,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21071,SKU-21071,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21068,SKU-21068,2010-12-02,180,9,25
tenant_apex_fashion,PROD-82483,SKU-82483,2010-12-02,180,9,25
tenant_apex_fashion,PROD-82486,SKU-82486,2010-12-02,180,9,25
tenant_apex_fashion,PROD-82482,SKU-82482,2010-12-02,180,9,25
tenant_apex_fashion,PROD-82494L,SKU-82494L,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21258,SKU-21258,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22114,SKU-22114,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21733,SKU-21733,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22386,SKU-22386,2010-12-02,180,9,25
tenant_apex_fashion,PROD-85099C,SKU-85099C,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21033,SKU-21033,2010-12-02,180,9,25
tenant_apex_fashion,PROD-20723,SKU-20723,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84997B,SKU-84997B,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84997C,SKU-84997C,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21094,SKU-21094,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21559,SKU-21559,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22352,SKU-22352,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21212,SKU-21212,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21975,SKU-21975,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21977,SKU-21977,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84991,SKU-84991,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84519A,SKU-84519A,2010-12-02,180,9,25
tenant_apex_fashion,PROD-85183B,SKU-85183B,2010-12-02,180,9,25
tenant_apex_fashion,PROD-85071B,SKU-85071B,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21931,SKU-21931,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21929,SKU-21929,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22961,SKU-22961,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22139,SKU-22139,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84854,SKU-84854,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22411,SKU-22411,2010-12-02,180,9,25
tenant_apex_fashion,PROD-82567,SKU-82567,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21672,SKU-21672,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22774,SKU-22774,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22771,SKU-22771,2010-12-02,180,9,25
tenant_apex_fashion,PROD-71270,SKU-71270,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22262,SKU-22262,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22637,SKU-22637,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21934,SKU-21934,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21169,SKU-21169,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21166,SKU-21166,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21175,SKU-21175,2010-12-02,180,9,25
tenant_apex_fashion,PROD-37444A,SKU-37444A,2010-12-02,180,9,25
tenant_apex_fashion,PROD-37444C,SKU-37444C,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22083,SKU-22083,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84971S,SKU-84971S,2010-12-02,180,9,25
tenant_apex_fashion,PROD-47580,SKU-47580,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22261,SKU-22261,2010-12-02,180,9,25
tenant_apex_fashion,PROD-84832,SKU-84832,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22644,SKU-22644,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21533,SKU-21533,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21557,SKU-21557,2010-12-02,180,9,25
tenant_apex_fashion,PROD-15056BL,SKU-15056BL,2010-12-02,180,9,25
tenant_apex_fashion,PROD-15056N,SKU-15056N,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22646,SKU-22646,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22176,SKU-22176,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22438,SKU-22438,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22778,SKU-22778,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22719,SKU-22719,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21523,SKU-21523,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21912,SKU-21912,2010-12-02,180,9,25
tenant_apex_fashion,PROD-21832,SKU-21832,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22379,SKU-22379,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22381,SKU-22381,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22798,SKU-22798,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22926,SKU-22926,2010-12-02,180,9,25
tenant_apex_fashion,PROD-22839,SKU-22839,2010-12-02,180,9,25
