tenant_id,return_id,order_id,product_id,sku,returned_at,refund_amount,return_reason,restock_status
tenant_apex_fashion,RET-536760-37,ORD-536760,PROD-SKU-22273,SKU-22273,2010-12-02T14:29:00+00:00,929.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536807-38,ORD-536807,PROD-SKU-22501,SKU-22501,2010-12-02T16:45:00+00:00,2089.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536807-39,ORD-536807,PROD-SKU-22778,SKU-22778,2010-12-02T16:45:00+00:00,414.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536812-40,ORD-536812,PROD-SKU-22578,SKU-22578,2010-12-02T16:58:00+00:00,3213.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536812-41,ORD-536812,PROD-SKU-22574,SKU-22574,2010-12-02T16:58:00+00:00,14515.20,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536812-42,ORD-536812,PROD-SKU-22593,SKU-22593,2010-12-02T16:58:00+00:00,10886.40,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536812-43,ORD-536812,PROD-SKU-22595,SKU-22595,2010-12-02T16:58:00+00:00,10886.40,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536812-44,ORD-536812,PROD-SKU-22588,SKU-22588,2010-12-02T16:58:00+00:00,42336.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536812-45,ORD-536812,PROD-SKU-22130,SKU-22130,2010-12-02T16:58:00+00:00,10886.40,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536814-46,ORD-536814,PROD-SKU-21527,SKU-21527,2010-12-02T17:03:00+00:00,1669.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536814-47,ORD-536814,PROD-SKU-72799E,SKU-72799E,2010-12-02T17:03:00+00:00,1858.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536814-48,ORD-536814,PROD-SKU-85066,SKU-85066,2010-12-02T17:03:00+00:00,2677.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536814-49,ORD-536814,PROD-SKU-21586,SKU-21586,2010-12-02T17:03:00+00:00,3213.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536814-50,ORD-536814,PROD-SKU-21258,SKU-21258,2010-12-02T17:03:00+00:00,1338.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536815-51,ORD-536815,PROD-SKU-85175,SKU-85175,2010-12-02T17:05:00+00:00,44.10,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536815-52,ORD-536815,PROD-SKU-22178,SKU-22178,2010-12-02T17:05:00+00:00,131.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536816-53,ORD-536816,PROD-SKU-21129,SKU-21129,2010-12-02T17:06:00+00:00,1459.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536817-54,ORD-536817,PROD-SKU-22187,SKU-22187,2010-12-02T17:08:00+00:00,446.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536817-55,ORD-536817,PROD-SKU-71477,SKU-71477,2010-12-02T17:08:00+00:00,341.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536818-56,ORD-536818,PROD-SKU-84947,SKU-84947,2010-12-02T17:09:00+00:00,131.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536820-57,ORD-536820,PROD-SKU-22877,SKU-22877,2010-12-02T17:14:00+00:00,204.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536820-58,ORD-536820,PROD-SKU-22869,SKU-22869,2010-12-02T17:14:00+00:00,204.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536820-59,ORD-536820,PROD-SKU-22878,SKU-22878,2010-12-02T17:14:00+00:00,220.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536820-60,ORD-536820,PROD-SKU-21843,SKU-21843,2010-12-02T17:14:00+00:00,1149.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536822-61,ORD-536822,PROD-SKU-22847,SKU-22847,2010-12-02T17:19:00+00:00,3559.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536822-62,ORD-536822,PROD-SKU-21430,SKU-21430,2010-12-02T17:19:00+00:00,393.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536825-63,ORD-536825,PROD-SKU-22617,SKU-22617,2010-12-02T17:27:00+00:00,519.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536825-64,ORD-536825,PROD-SKU-22197,SKU-22197,2010-12-02T17:27:00+00:00,178.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536826-65,ORD-536826,PROD-SKU-35004B,SKU-35004B,2010-12-02T17:30:00+00:00,976.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536826-66,ORD-536826,PROD-SKU-35004B,SKU-35004B,2010-12-02T17:30:00+00:00,1464.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536827-67,ORD-536827,PROD-SKU-21527,SKU-21527,2010-12-02T17:31:00+00:00,2189.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536828-68,ORD-536828,PROD-SKU-22832,SKU-22832,2010-12-02T17:35:00+00:00,1128.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536828-69,ORD-536828,PROD-SKU-84946,SKU-84946,2010-12-02T17:35:00+00:00,393.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536829-70,ORD-536829,PROD-SKU-71477,SKU-71477,2010-12-02T17:36:00+00:00,341.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536850-71,ORD-536850,PROD-SKU-22942,SKU-22942,2010-12-03T09:47:00+00:00,38556.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536850-72,ORD-536850,PROD-SKU-22689,SKU-22689,2010-12-03T09:47:00+00:00,35437.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536850-73,ORD-536850,PROD-SKU-22591,SKU-22591,2010-12-03T09:47:00+00:00,13387.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536850-74,ORD-536850,PROD-SKU-22580,SKU-22580,2010-12-03T09:47:00+00:00,24948.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536850-75,ORD-536850,PROD-SKU-22186,SKU-22186,2010-12-03T09:47:00+00:00,12852.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536853-76,ORD-536853,PROD-SKU-84678,SKU-84678,2010-12-03T10:07:00+00:00,267.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536854-77,ORD-536854,PROD-SKU-22158,SKU-22158,2010-12-03T10:09:00+00:00,309.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536854-78,ORD-536854,PROD-SKU-22944,SKU-22944,2010-12-03T10:09:00+00:00,131.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536854-79,ORD-536854,PROD-SKU-21871,SKU-21871,2010-12-03T10:09:00+00:00,131.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536855-80,ORD-536855,PROD-SKU-21527,SKU-21527,2010-12-03T10:11:00+00:00,3339.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536978-81,ORD-536978,PROD-SKU-22776,SKU-22776,2010-12-03T14:19:00+00:00,1044.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536979-82,ORD-536979,PROD-SKU-84685,SKU-84685,2010-12-03T14:23:00+00:00,393.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-536979-83,ORD-536979,PROD-SKU-22630,SKU-22630,2010-12-03T14:23:00+00:00,204.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537024-84,ORD-537024,PROD-SKU-20893,SKU-20893,2010-12-03T16:21:00+00:00,7938.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537039-85,ORD-537039,PROD-SKU-22854,SKU-22854,2010-12-05T10:25:00+00:00,519.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537039-86,ORD-537039,PROD-SKU-20936,SKU-20936,2010-12-05T10:25:00+00:00,309.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537039-87,ORD-537039,PROD-SKU-85175,SKU-85175,2010-12-05T10:25:00+00:00,44.10,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537043-88,ORD-537043,PROD-SKU-22575,SKU-22575,2010-12-05T10:48:00+00:00,1228.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537043-89,ORD-537043,PROD-SKU-11001,SKU-11001,2010-12-05T10:48:00+00:00,177.45,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537132-90,ORD-537132,PROD-SKU-22788,SKU-22788,2010-12-05T12:29:00+00:00,1785.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537132-91,ORD-537132,PROD-SKU-22184,SKU-22184,2010-12-05T12:29:00+00:00,892.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537132-92,ORD-537132,PROD-SKU-71279,SKU-71279,2010-12-05T12:29:00+00:00,619.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537132-93,ORD-537132,PROD-SKU-22761,SKU-22761,2010-12-05T12:29:00+00:00,4609.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537132-94,ORD-537132,PROD-SKU-22769,SKU-22769,2010-12-05T12:29:00+00:00,18438.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537132-95,ORD-537132,PROD-SKU-22762,SKU-22762,2010-12-05T12:29:00+00:00,4016.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537143-96,ORD-537143,PROD-SKU-20685,SKU-20685,2010-12-05T12:58:00+00:00,834.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537157-97,ORD-537157,PROD-SKU-35953,SKU-35953,2010-12-05T13:09:00+00:00,3150.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537164-98,ORD-537164,PROD-SKU-D,SKU-D,2010-12-05T13:21:00+00:00,3075.45,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537203-99,ORD-537203,PROD-SKU-37449,SKU-37449,2010-12-05T14:44:00+00:00,1044.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537203-100,ORD-537203,PROD-SKU-21424,SKU-21424,2010-12-05T14:44:00+00:00,309.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537232-101,ORD-537232,PROD-SKU-84840,SKU-84840,2010-12-06T09:31:00+00:00,1785.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537234-102,ORD-537234,PROD-SKU-22653,SKU-22653,2010-12-06T09:40:00+00:00,4095.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-103,ORD-537251,PROD-SKU-22429,SKU-22429,2010-12-06T10:45:00+00:00,892.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-104,ORD-537251,PROD-SKU-22620,SKU-22620,2010-12-06T10:45:00+00:00,1050.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-105,ORD-537251,PROD-SKU-21890,SKU-21890,2010-12-06T10:45:00+00:00,619.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-106,ORD-537251,PROD-SKU-22564,SKU-22564,2010-12-06T10:45:00+00:00,656.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-107,ORD-537251,PROD-SKU-21891,SKU-21891,2010-12-06T10:45:00+00:00,393.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-108,ORD-537251,PROD-SKU-22747,SKU-22747,2010-12-06T10:45:00+00:00,1323.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-109,ORD-537251,PROD-SKU-22454,SKU-22454,2010-12-06T10:45:00+00:00,2478.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-110,ORD-537251,PROD-SKU-22327,SKU-22327,2010-12-06T10:45:00+00:00,1239.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-111,ORD-537251,PROD-SKU-21915,SKU-21915,2010-12-06T10:45:00+00:00,525.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-112,ORD-537251,PROD-SKU-84347,SKU-84347,2010-12-06T10:45:00+00:00,2409.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-113,ORD-537251,PROD-SKU-22748,SKU-22748,2010-12-06T10:45:00+00:00,882.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-114,ORD-537251,PROD-SKU-22943,SKU-22943,2010-12-06T10:45:00+00:00,3118.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-115,ORD-537251,PROD-SKU-22418,SKU-22418,2010-12-06T10:45:00+00:00,624.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-116,ORD-537251,PROD-SKU-22911,SKU-22911,2010-12-06T10:45:00+00:00,619.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-117,ORD-537251,PROD-SKU-22940,SKU-22940,2010-12-06T10:45:00+00:00,2231.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-118,ORD-537251,PROD-SKU-22141,SKU-22141,2010-12-06T10:45:00+00:00,1764.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-119,ORD-537251,PROD-SKU-22328,SKU-22328,2010-12-06T10:45:00+00:00,619.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-120,ORD-537251,PROD-SKU-22536,SKU-22536,2010-12-06T10:45:00+00:00,485.10,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-121,ORD-537251,PROD-SKU-21826,SKU-21826,2010-12-06T10:45:00+00:00,525.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537251-122,ORD-537251,PROD-SKU-22466,SKU-22466,2010-12-06T10:45:00+00:00,614.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537314-123,ORD-537314,PROD-SKU-21349,SKU-21349,2010-12-06T11:42:00+00:00,2835.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537320-124,ORD-537320,PROD-SKU-35400,SKU-35400,2010-12-06T11:47:00+00:00,939.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537333-125,ORD-537333,PROD-SKU-22636,SKU-22636,2010-12-06T12:00:00+00:00,3570.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537373-126,ORD-537373,PROD-SKU-208,SKU-208,2010-12-06T12:55:00+00:00,1338.75,Size Too Small / Fit Issue,RESTOCKED
tenant_apex_fashion,RET-537379-127,ORD-537379,PROD-SKU-22865,SKU-22865,2010-12-06T13:12:00+00:00,2205.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537383-128,ORD-537383,PROD-SKU-21658,SKU-21658,2010-12-06T13:17:00+00:00,414.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537383-129,ORD-537383,PROD-SKU-22197,SKU-22197,2010-12-06T13:17:00+00:00,89.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537383-130,ORD-537383,PROD-SKU-22371,SKU-22371,2010-12-06T13:17:00+00:00,446.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537398-131,ORD-537398,PROD-SKU-22430,SKU-22430,2010-12-06T14:22:00+00:00,519.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537402-132,ORD-537402,PROD-SKU-22926,SKU-22926,2010-12-06T14:43:00+00:00,2499.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537402-133,ORD-537402,PROD-SKU-22927,SKU-22927,2010-12-06T14:43:00+00:00,2499.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537402-134,ORD-537402,PROD-SKU-22849,SKU-22849,2010-12-06T14:43:00+00:00,6279.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537402-135,ORD-537402,PROD-SKU-22847,SKU-22847,2010-12-06T14:43:00+00:00,6279.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537402-136,ORD-537402,PROD-SKU-47580,SKU-47580,2010-12-06T14:43:00+00:00,1606.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537402-137,ORD-537402,PROD-SKU-22196,SKU-22196,2010-12-06T14:43:00+00:00,1071.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537406-138,ORD-537406,PROD-SKU-22926,SKU-22926,2010-12-06T14:53:00+00:00,2499.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537406-139,ORD-537406,PROD-SKU-22927,SKU-22927,2010-12-06T14:53:00+00:00,2499.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537406-140,ORD-537406,PROD-SKU-22847,SKU-22847,2010-12-06T14:53:00+00:00,6279.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537406-141,ORD-537406,PROD-SKU-22849,SKU-22849,2010-12-06T14:53:00+00:00,6279.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537408-142,ORD-537408,PROD-SKU-47580,SKU-47580,2010-12-06T14:55:00+00:00,1606.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537408-143,ORD-537408,PROD-SKU-22196,SKU-22196,2010-12-06T14:55:00+00:00,1071.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537413-144,ORD-537413,PROD-SKU-22834,SKU-22834,2010-12-06T15:07:00+00:00,15876.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537414-145,ORD-537414,PROD-SKU-POST,SKU-POST,2010-12-06T15:09:00+00:00,463.05,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537414-146,ORD-537414,PROD-SKU-22086,SKU-22086,2010-12-06T15:09:00+00:00,1858.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537416-147,ORD-537416,PROD-SKU-22840,SKU-22840,2010-12-06T15:10:00+00:00,834.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537417-148,ORD-537417,PROD-SKU-22960,SKU-22960,2010-12-06T15:12:00+00:00,446.25,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537431-149,ORD-537431,PROD-SKU-21755,SKU-21755,2010-12-06T16:10:00+00:00,624.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537444-150,ORD-537444,PROD-SKU-22580,SKU-22580,2010-12-07T08:42:00+00:00,4998.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537445-151,ORD-537445,PROD-SKU-22418,SKU-22418,2010-12-07T08:57:00+00:00,981.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537530-152,ORD-537530,PROD-SKU-21527,SKU-21527,2010-12-07T11:47:00+00:00,834.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537530-153,ORD-537530,PROD-SKU-85047,SKU-85047,2010-12-07T11:47:00+00:00,1333.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537530-154,ORD-537530,PROD-SKU-22726,SKU-22726,2010-12-07T11:47:00+00:00,787.50,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537572-155,ORD-537572,PROD-SKU-BANK CHARGES,SKU-BANK CHARGES,2010-12-07T12:00:00+00:00,10014.90,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537581-156,ORD-537581,PROD-SKU-S,SKU-S,2010-12-07T12:03:00+00:00,1359.75,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537581-157,ORD-537581,PROD-SKU-S,SKU-S,2010-12-07T12:03:00+00:00,5460.00,Customer Changed Mind / Defective,RESTOCKED
tenant_apex_fashion,RET-537596-158,ORD-537596,PROD-SKU-22968,SKU-22968,2010-12-07T12:31:00+00:00,2089.50,Customer Changed Mind / Defective,RESTOCKED
